condition,id,unit,view,axis,value_at_zero,measured_secant_5deg,measured_secant_10deg,measured_secant_10deg_absolute,measured_secant_20deg,measured_secant_30deg,lsq_slope_through_origin,max_abs_deviation_30deg,apriori_sensitivity,apriori_source,measured_over_apriori,deviation_at_plus10,deviation_at_minus10,asymmetric_in_sign
persp_0.5m,upper_vermilion_height,mm,frontal,yaw,4.059515878303344,4.561689267472571e-05,9.007499515906902e-05,0.00036566087308633757,0.0001711413144705672,0.00023551359877198115,0.00019201047999545294,0.007065407963159434,0.0,"cos(pitch), first order",,0.0009007499515906902,0.0009007499515906902,False
persp_0.5m,upper_vermilion_height,mm,frontal,pitch,4.059515878303344,0.008663346897908538,0.008589545984684399,0.03486939831224305,0.008300524992713266,0.007840124054773025,0.008131665813257527,0.3759404362393281,0.001519224698779198,"cos(pitch), first order",5.65390096118546,-0.10186846578643609,0.0699224539072519,True
persp_0.5m,upper_vermilion_height,mm,frontal,roll,4.059515878303344,1.4900266488803265e-05,2.9740518448414885e-05,0.00012073210687031377,5.900317564376348e-05,8.732202949344725e-05,6.857603999588085e-05,0.0026196608848034174,0.0,"cos(pitch), first order",,0.00029740518448414887,0.00029740518448414887,False
persp_0.5m,lower_vermilion_height,mm,frontal,yaw,8.06796866379787,5.0673590206062253e-05,0.00010017021791305372,0.0008081701791683215,0.0001911839243100881,0.0002651963760488764,0.00021531313266889856,0.007955891281466291,0.0,"cos(pitch), first order",,0.0010017021791305372,0.0010017021791305372,False
persp_0.5m,lower_vermilion_height,mm,frontal,pitch,8.06796866379787,0.009092897523299457,0.009013387143644039,0.0727197250295987,0.008701868889425276,0.008205222039466812,0.008519706722952205,0.38273370556770264,0.001519224698779198,"cos(pitch), first order",5.9328861299364855,-0.1055699765162638,0.07469776635661696,True
persp_0.5m,lower_vermilion_height,mm,frontal,roll,8.06796866379787,1.4900266487411822e-05,2.974051844774595e-05,0.0002399455708815168,5.900317564359281e-05,8.732202949351371e-05,6.857603999577594e-05,0.0026196608848054114,0.0,"cos(pitch), first order",,0.0002974051844774595,0.0002974051844774595,False
persp_0.5m,cupids_bow_peak_height_l,mm,frontal,yaw,1.8770166294365822,0.007063539637607333,0.007028603725850876,0.013192806075142016,0.006890574842910907,0.006666485882231276,0.0068083149567628705,0.22778289427442633,0.0,"cos(pitch), first order",,-0.07350127125968184,0.06707080325733569,False
persp_0.5m,cupids_bow_peak_height_l,mm,frontal,pitch,1.8770166294365822,0.01717142398459209,0.017117851749000757,0.032130492393104504,0.016902371255727328,0.016539571898652107,0.016768969765740882,0.6728519345383002,0.001519224698779198,"cos(pitch), first order",11.26749174283181,0.15067309045591437,-0.19168394452410076,True
persp_0.5m,cupids_bow_peak_height_l,mm,frontal,roll,1.8770166294365822,0.0008239260502474622,0.0016432823828676645,0.003084468359502779,0.003250319515383712,0.004786507373829668,0.003768429408875182,0.14359522121489382,0.0,"cos(pitch), first order",,-0.01643282382867286,-0.01643282382868043,False
persp_0.5m,cupids_bow_peak_height_r,mm,frontal,yaw,1.8770166294365822,0.007063539637607333,0.007028603725850876,0.013192806075142016,0.006890574842911476,0.006666485882231276,0.006808314956762957,0.22778289427442633,0.0,"cos(pitch), first order",,0.06707080325733569,-0.07350127125968184,False
persp_0.5m,cupids_bow_peak_height_r,mm,frontal,pitch,1.8770166294365822,0.01717142398459209,0.017117851749000757,0.032130492393104504,0.016902371255727328,0.016539571898652107,0.016768969765740882,0.6728519345383002,0.001519224698779198,"cos(pitch), first order",11.26749174283181,0.15067309045591437,-0.19168394452410076,True
persp_0.5m,cupids_bow_peak_height_r,mm,frontal,roll,1.8770166294365822,0.0008239260502467052,0.0016432823828676645,0.003084468359502779,0.003250319515383712,0.004786507373829668,0.0037684294088751458,0.14359522121489005,0.0,"cos(pitch), first order",,-0.01643282382868043,-0.01643282382867286,False
persp_0.5m,commissure_height_l,ratio,frontal,yaw,0.010848918609417519,0.11487846105978727,0.11578221667268637,0.0012561118450999187,0.11956980035434306,0.12656790748589594,0.12214915498149378,4.080484380397876,0.019,"Kleinberg & Vanezis 2007, AB/BB' index at 10 deg",6.09380087750981,-1.187212712119593,1.1284316213341348,False
persp_0.5m,commissure_height_l,ratio,frontal,pitch,0.010848918609417519,0.2935284483205599,0.29226848103283387,0.003170796962823303,0.287266623212414,0.279064659903847,0.2842544192797861,8.663182150951785,0.01,"Kleinberg & Vanezis 2007, AB/BB' index at 10 deg",29.226848103283388,2.886876266892662,-2.958493353764016,False
persp_0.5m,commissure_height_l,ratio,frontal,roll,0.010848918609417519,0.001655136858701773,0.0032835749334842596,3.562323720129427e-05,0.006356839256070196,0.009026642284915511,0.0072404352610834725,0.27079926854747755,0.005,"Kleinberg & Vanezis 2007, AB/BB' index at 10 deg",0.6567149866968519,-0.032835749334842596,-0.032835749334842596,False
persp_0.5m,commissure_height_r,ratio,frontal,yaw,0.026231713652621703,0.046903240281101745,0.04727201876454391,0.001240026060012876,0.048817580174397766,0.051673396258528036,0.04987017389365383,1.5773455490937476,0.019,"Kleinberg & Vanezis 2007, AB/BB' index at 10 deg",2.4880009876075744,0.46963875175662,-0.4758016235342582,False
persp_0.5m,commissure_height_r,ratio,frontal,pitch,0.026231713652621703,0.11987218852387574,0.11936681589391236,0.0031311961341543224,0.11735969294012771,0.11406542325781775,0.11614980951803817,3.624457461856899,0.01,"Kleinberg & Vanezis 2007, AB/BB' index at 10 deg",11.936681589391236,1.169542293486829,-1.2177940243914183,False
persp_0.5m,commissure_height_r,ratio,frontal,roll,0.026231713652621703,0.0011308327517909806,0.002248925104492064,5.8993159367228164e-05,0.004397335070516926,0.006352085932748956,0.005050392844625288,0.1905625779824712,0.005,"Kleinberg & Vanezis 2007, AB/BB' index at 10 deg",0.44978502089841277,-0.022489251044930755,-0.02248925104491052,False
persp_0.5m,upper_lip_projection,mm,profile,yaw,7.30327868852459,0.0021194206187632085,0.002091935534687687,0.01527798820825188,0.0029149583685010934,0.004332329206119328,0.003444912562326968,0.18431947196162365,0.019,"Kleinberg & Vanezis 2007, AB/BB' index at 10 deg",0.11010187024672037,0.006265825841687626,-0.03557288485206612,True
persp_0.5m,upper_lip_projection,mm,profile,pitch,7.30327868852459,0.001584649868139216,0.0015786197969720824,0.011529100320509222,0.003015368960704593,0.004465819873852055,0.003520333817621301,0.17942914167010746,0.01,"Kleinberg & Vanezis 2007, AB/BB' index at 10 deg",0.15786197969720822,-0.03097844495751283,0.0005939509819288136,True
persp_0.5m,upper_lip_projection,mm,profile,roll,7.30327868852459,0.001367034582387697,0.0013671097519270348,0.009984383516122852,0.0013688642579925373,0.0013778059572484421,0.001372207842662855,0.04461324604575882,0.005,"Kleinberg & Vanezis 2007, AB/BB' index at 10 deg",0.27342195038540695,0.013399739663672479,-0.013942455374868216,False
persp_0.5m,nasal_dorsal_deviation,deg,frontal,yaw,0.0,0.807020921320111,0.7996330386293081,0.7996330386293081,0.7717525614753814,0.7303144701197345,0.7566250140259835,21.909434103592034,0.5,dorsal depth projected into apparent lateral deviation; roll cancels against the interpupillary axis,1.5992660772586162,7.9963303862930815,7.9963303862930815,False
persp_0.5m,nasal_dorsal_deviation,deg,frontal,pitch,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.05,dorsal depth projected into apparent lateral deviation; roll cancels against the interpupillary axis,0.0,0.0,0.0,False
persp_0.5m,nasal_dorsal_deviation,deg,frontal,roll,0.0,0.0572713339486711,0.05708926426855143,0.05708926426855143,0.05636246731292864,0.05515651878385933,0.0559193572797715,1.6546955635157872,0.01,dorsal depth projected into apparent lateral deviation; roll cancels against the interpupillary axis,5.708926426855143,0.5708926426855072,0.5708926426855214,False
persp_0.5m,alar_base_intercanthal_ratio,ratio,frontal,yaw,0.8929303278688524,3.873650061730815e-05,7.734833810161515e-05,6.906667690118607e-05,0.00015367416721101515,0.00022776675894720758,0.00017874323753015224,0.006833002768416228,0.0001519224698779198,cosine cancels between same-plane terms,0.5091303357809407,-0.0007734833810161515,-0.0007734833810161515,False
persp_0.5m,alar_base_intercanthal_ratio,ratio,frontal,pitch,0.8929303278688524,0.001762019409295224,0.0017546995644715229,0.0015668244574148892,0.0017256412852277186,0.0016779875707804732,0.0017081403708324896,0.05222265365317735,0.0,cosine cancels between same-plane terms,,-0.017754516558892566,0.017339474730537888,False
persp_0.5m,alar_base_intercanthal_ratio,ratio,frontal,roll,0.8929303278688524,2.4866957476400524e-17,0.0,0.0,0.0,0.0,3.137062327792066e-18,1.2433478738200262e-16,0.0,cosine cancels between same-plane terms,,0.0,0.0,False
persp_0.5m,nasal_tip_rotation,deg,profile,yaw,32.47119229084849,0.1026894014495717,0.10288330092200795,0.10288330092200795,0.10359824784240504,0.12484015772334753,0.11007561409043289,6.881176589723324,0.15,frame-referenced angle in the sagittal plane; pitch enters one for one,0.6858886728133864,-0.6388403269977943,1.4188256914423647,True
persp_0.5m,nasal_tip_rotation,deg,profile,pitch,32.47119229084849,1.0000000000000004,1.0000000000000022,1.0000000000000022,1.0000000000000002,0.9999999999999996,1.0000000000000002,30.000000000000014,1.0,frame-referenced angle in the sagittal plane; pitch enters one for one,1.0000000000000022,-10.000000000000021,10.000000000000021,False
persp_0.5m,nasal_tip_rotation,deg,profile,roll,32.47119229084849,0.06523838597929839,0.0650331191382243,0.0650331191382243,0.07885432086237198,0.1192077520476607,0.09504016274951506,5.453849175084578,0.05,frame-referenced angle in the sagittal plane; pitch enters one for one,1.3006623827644859,0.258064809496787,-1.0425975732676989,True
persp_0.5m,midface_projection,mm,profile,yaw,8.0,0.0014853717323601412,0.001505315319484768,0.012042522555878144,0.002989287782387928,0.004430752670314956,0.003487918243191141,0.17119733305689744,0.02,pitch swings the vertical span of the segment into the projected axis,0.0752657659742384,-0.0003874498365066259,-0.029718856553188733,True
persp_0.5m,midface_projection,mm,profile,pitch,8.0,0.12637582698410438,0.1258949288085245,1.007159430468196,0.1239823019555549,0.1208333333333333,0.12282563852912623,3.7589745962155603,0.08,pitch swings the vertical span of the segment into the projected axis,1.573686610106556,-1.2741415350730367,1.243757041097453,False
persp_0.5m,midface_projection,mm,profile,roll,8.0,0.006184228520852653,0.00616131935309816,0.04929055482478528,0.00607008069828191,0.005919446429218696,0.00601474332622289,0.18081626814694607,0.01,pitch swings the vertical span of the segment into the projected axis,0.616131935309816,0.0612239771232268,-0.0620024099387364,False
persp_0.5m,chin_height,mm,profile,yaw,27.073972741361768,0.00022756220399536815,0.00022656859275913812,0.0061341119044096,0.00022264000727817258,0.00021625013361907818,0.0002202942400170715,0.007177086295120572,0.0,"cos(pitch), first order",,0.002182690006342293,-0.002348681848840469,False
persp_0.5m,chin_height,mm,profile,pitch,27.073972741361768,5.248898952125939e-17,3.2805618450787127e-17,8.881784197001252e-16,2.2963932915550985e-17,1.0935206150262373e-17,1.0053660300610452e-17,5.248898952125939e-16,0.001519224698779198,"cos(pitch), first order",2.1593657921141428e-14,2.6244494760629696e-16,-3.9366742140944547e-16,False
persp_0.5m,chin_height,mm,profile,roll,27.073972741361768,0.005619753213485993,0.005551697309560509,0.1503065016273327,0.005283836403305925,0.0048528762881418315,0.005125689883824839,0.2629846088685832,0.0,"cos(pitch), first order",,0.042475264232995934,-0.06855868195821425,True
persp_0.5m,labiomental_sulcus_depth,mm,profile,yaw,-5.58284023668639,0.002145362852552174,0.002135144924561625,0.011920172995999368,0.002153412904460284,0.0033013267497722172,0.002681467129310015,0.15920713425283028,0.019,"Kleinberg & Vanezis 2007, AB/BB' index at 10 deg",0.11237604866113816,0.010733725677634486,-0.03196917281359802,True
persp_0.5m,labiomental_sulcus_depth,mm,profile,pitch,-5.58284023668639,0.007177531755689563,0.007150219080402968,0.039918530783196446,0.007041591186116721,0.0068627450980392225,0.006975898334311435,0.33985694915673703,0.01,"Kleinberg & Vanezis 2007, AB/BB' index at 10 deg",0.7150219080402969,-0.08669443779182076,0.056309943816238606,True
persp_0.5m,labiomental_sulcus_depth,mm,profile,roll,-5.58284023668639,0.0034008448186826938,0.0034126588393459008,0.019052329082383766,0.003462838773367878,0.00355675084728366,0.003497513144765289,0.1509775982789915,0.005,"Kleinberg & Vanezis 2007, AB/BB' index at 10 deg",0.6825317678691801,0.02985129097881391,-0.0384018858081041,True
persp_0.5m,ramus_body_ratio_l,ratio,profile,yaw,1.7163232692794936,0.01226461161080773,0.012287471493056515,0.021089273244141338,0.01217808896689794,0.011269233390796383,0.01183105238844395,0.44466661110378713,0.019,"Kleinberg & Vanezis 2007, AB/BB' index at 10 deg",0.646709025950343,0.14052935908120617,-0.10522007077992411,True
persp_0.5m,ramus_body_ratio_l,ratio,profile,pitch,1.7163232692794936,0.0008586309630867759,0.00085706727239101,0.0014710045029425966,0.0008507396042140184,0.0008399380211018218,0.0008467661071712386,0.032528549392416374,0.01,"Kleinberg & Vanezis 2007, AB/BB' index at 10 deg",0.085706727239101,-0.007743967151165593,0.009397378296654608,True
persp_0.5m,ramus_body_ratio_l,ratio,profile,roll,1.7163232692794936,0.007457374084071038,0.007216470922507781,0.012385796966378959,0.006206357515253592,0.00452430437788164,0.005583392360919464,0.22709066867608363,0.005,"Kleinberg & Vanezis 2007, AB/BB' index at 10 deg",1.443294184501556,0.06647701361052413,-0.0778524048396315,True
persp_0.5m,ramus_body_ratio_r,ratio,profile,yaw,2.4185267256560725,0.027749843894118144,0.030012246225135302,0.07258541959246032,0.04428069089375805,0.1649648326780367,0.08332057467505392,9.491433567290127,0.019,"Kleinberg & Vanezis 2007, AB/BB' index at 10 deg",1.5795919065860686,-0.2047393885763262,0.3955055359263799,True
persp_0.5m,ramus_body_ratio_r,ratio,profile,pitch,2.4185267256560725,0.001779479795390737,0.0017706929974557028,0.004282468337278677,0.0017358271474510207,0.0016787376804420493,0.0017148612912140922,0.052067976983055805,0.01,"Kleinberg & Vanezis 2007, AB/BB' index at 10 deg",0.17706929974557029,0.017546661264689994,-0.017867198684424067,False
persp_0.5m,ramus_body_ratio_r,ratio,profile,roll,2.4185267256560725,0.0027418112140076842,0.005252296143534213,0.012702818594197817,0.009013212066063626,0.011000635275235529,0.009559695682359726,0.3317656400544336,0.005,"Kleinberg & Vanezis 2007, AB/BB' index at 10 deg",1.0504592287068426,-0.06405533816990841,-0.04099058470077586,True
ortho_asym,interpupillary_distance,mm,frontal,yaw,63.36,0.0007610603816508895,0.001519224698779196,0.09625807691464985,0.0030153689607045815,0.004465819873852044,0.003505998944036306,0.14790836153056963,0.001519224698779198,"cos(yaw), first order",0.9999999999999987,-0.02003139289777171,-0.010353101077812208,True
ortho_asym,interpupillary_distance,mm,frontal,pitch,63.36,5.899135210173031e-07,1.1708598023341009e-06,7.418567707588864e-05,2.271069836741146e-06,3.2356732205108117e-06,2.59092478804038e-06,9.707019661532435e-05,0.0,"cos(yaw), first order",,1.1708598023341009e-05,1.1708598023341009e-05,False
ortho_asym,interpupillary_distance,mm,frontal,roll,63.36,0.0,1.1214373986112694e-17,7.105427357601002e-16,0.0,0.0,2.4154036277781187e-18,2.2428747972225386e-16,0.0,"cos(yaw), first order",,-1.1214373986112693e-16,-1.1214373986112693e-16,False
ortho_asym,intercanthal_width,mm,frontal,yaw,32.0,0.0007610603816509021,0.001519224698779198,0.048615190360934334,0.0030153689607045784,0.004465819873852043,0.0035058366140699516,0.13844919262158295,0.001519224698779198,"cos(yaw), first order",1.0,-0.016746258011193227,-0.013638235964390732,True
ortho_asym,intercanthal_width,mm,frontal,pitch,32.0,6.0835864079678e-08,1.2074744013546023e-07,3.8639180843347274e-06,2.342125114740412e-07,3.3369854629169046e-07,2.672017569117075e-07,1.0010956388750714e-05,0.0,"cos(yaw), first order",,1.2074744013546024e-06,1.2074744013546024e-06,False
ortho_asym,intercanthal_width,mm,frontal,roll,32.0,0.0,1.1102230246251566e-17,3.552713678800501e-16,0.0,0.0,9.564998366001348e-19,1.1102230246251565e-16,0.0,"cos(yaw), first order",,-1.1102230246251565e-16,-1.1102230246251565e-16,False
ortho_asym,biocular_width,mm,frontal,yaw,90.00144981797378,0.0007610358102520859,0.0015191753651409002,0.1367279853904307,0.003015268672335582,0.004465664824948087,0.0035057175054014184,0.1412058148018963,0.001519224698779198,"cos(yaw), first order",0.9999675270956709,-0.012678750115650539,-0.017704757187167464,True
ortho_asym,biocular_width,mm,frontal,pitch,90.00144981797378,1.4264128965933375e-06,1.404739671812914e-06,0.00012642860707998694,1.3200133484868625e-06,1.185618807748084e-06,1.2707302061106736e-06,5.772054386299599e-05,0.0,"cos(yaw), first order",,-1.1375537390816246e-05,1.6719256045442034e-05,True
ortho_asym,biocular_width,mm,frontal,roll,90.00144981797378,3.1579168433271214e-17,1.5789584216635607e-17,1.4210854715202005e-15,3.947396054158902e-18,5.2631947388785354e-18,5.6842503179888175e-18,3.157916843327121e-16,0.0,"cos(yaw), first order",,0.0,-3.157916843327121e-16,False
ortho_asym,nose_breadth,mm,frontal,yaw,34.0,0.0007610603816508935,0.0015192246987792025,0.05165363975849289,0.00301536896070458,0.004465819873852042,0.003506072080977752,0.14927068614159195,0.001519224698779198,"cos(yaw), first order",1.0000000000000029,-0.020504523269961543,-0.009879970705622507,True
ortho_asym,nose_breadth,mm,frontal,pitch,34.0,7.109058572877182e-07,1.4110040102491775e-06,4.797413634847203e-05,2.7368584716067884e-06,3.899278051545206e-06,3.1223065187983636e-06,0.00011697834154635617,0.0,"cos(yaw), first order",,1.4110040102491774e-05,1.4110040102491774e-05,False
ortho_asym,nose_breadth,mm,frontal,roll,34.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,"cos(yaw), first order",,0.0,0.0,False
ortho_asym,mouth_width,mm,frontal,yaw,52.00615348206402,0.0007608796809157735,0.001518861883584781,0.07899016423576696,0.0030146313180432786,0.004464679179087622,0.00350540310004304,0.15309254673559614,0.001519224698779198,"cos(yaw), first order",0.9997611839810736,-0.021840336473242437,-0.00853690119845318,True
ortho_asym,mouth_width,mm,frontal,pitch,52.00615348206402,1.0233401616932563e-05,1.0077793364082914e-05,0.0005241072684530224,9.469522135819648e-06,8.504805662677635e-06,9.115758537561103e-06,0.0004089817305835303,0.0,"cos(yaw), first order",,0.00011933311677586502,-8.222275050579327e-05,True
ortho_asym,mouth_width,mm,frontal,roll,52.00615348206402,2.7325333184087667e-17,1.3662666592043833e-17,7.105427357601002e-16,3.4156666480109584e-18,2.2771110986739722e-18,5.212832792041339e-18,1.3662666592043834e-16,0.0,"cos(yaw), first order",,-1.3662666592043834e-16,1.3662666592043834e-16,False
ortho_asym,philtrum_width,mm,frontal,yaw,11.0,0.005051089315996809,0.0050318683961838705,0.055350552358022574,0.004955423008698985,0.004829562532501161,0.004909192567206613,0.27886147219059604,0.001519224698779198,"cos(yaw), first order",3.3121291407566797,0.03512643697404676,-0.06551093094963066,True
ortho_asym,philtrum_width,mm,frontal,pitch,11.0,6.377359051832344e-05,0.0001265184631749476,0.0013917030949244236,0.00024496210760978685,0.0003480530004631161,0.0002790902343788554,0.010441590013893564,0.0,"cos(yaw), first order",,0.001265184631749476,0.001265184631749476,False
ortho_asym,philtrum_width,mm,frontal,roll,11.0,3.229739708000455e-17,1.6148698540002276e-17,1.7763568394002506e-16,8.074349270001138e-18,5.382899513334092e-18,8.248258331201163e-18,3.2297397080004555e-16,0.0,"cos(yaw), first order",,-1.6148698540002277e-16,-1.6148698540002277e-16,False
ortho_asym,bizygomatic_width,mm,frontal,yaw,141.0,0.0007610603816509002,0.0015192246987791914,0.21421068252786596,0.0030153689607045828,0.004465819873852042,0.0035058366140699516,0.14487292937363883,0.019,"Kleinberg & Vanezis 2007, AB/BB' index at 10 deg",0.07995919467258902,-0.01897719837280639,-0.011407295602777437,True
ortho_asym,bizygomatic_width,mm,frontal,pitch,141.0,3.608874471494526e-07,7.162902839802798e-07,0.00010099693004121946,1.3893686507413217e-06,1.979502317297656e-06,1.5850535305068809e-06,5.938506951892968e-05,0.01,"Kleinberg & Vanezis 2007, AB/BB' index at 10 deg",7.162902839802798e-05,7.162902839802799e-06,7.162902839802799e-06,False
ortho_asym,bizygomatic_width,mm,frontal,roll,141.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.005,"Kleinberg & Vanezis 2007, AB/BB' index at 10 deg",0.0,0.0,0.0,False
ortho_asym,bigonial_width,mm,frontal,yaw,117.0,0.0007610603816508929,0.0015192246987791984,0.1777492897571662,0.0030153689607045763,0.004465819873852044,0.0035058366140699525,0.1361754696888722,0.019,"Kleinberg & Vanezis 2007, AB/BB' index at 10 deg",0.07995919467258938,-0.014427891651960147,-0.01595660232362382,False
ortho_asym,bigonial_width,mm,frontal,pitch,117.0,1.4717774486318655e-08,2.9211949700206434e-08,3.417798114924153e-06,5.6662179449864574e-08,8.073063632930222e-08,6.46432109907508e-08,2.4219190898790666e-06,0.01,"Kleinberg & Vanezis 2007, AB/BB' index at 10 deg",2.9211949700206433e-06,2.9211949700206435e-07,2.9211949700206435e-07,False
ortho_asym,bigonial_width,mm,frontal,roll,117.0,0.0,1.2146029671112825e-17,1.4210854715202005e-15,6.0730148355564126e-18,0.0,1.719130353449815e-18,1.2146029671112825e-16,0.005,"Kleinberg & Vanezis 2007, AB/BB' index at 10 deg",2.429205934222565e-15,-1.2146029671112825e-16,-1.2146029671112825e-16,False
ortho_asym,nose_height,mm,frontal,yaw,53.0,2.7040263530274312e-05,5.365895638912537e-05,0.0028439246886236445,0.00010400164295545481,0.00014800416152494197,0.00011858252164885678,0.004440124845748259,0.0,"cos(pitch), first order",,0.0005365895638912538,0.0005365895638912538,False
ortho_asym,nose_height,mm,frontal,pitch,53.0,0.003288895952741817,0.003276380710696801,0.17364817766693044,0.003226605125713855,0.004465819873852041,0.0037718435500630454,0.22831421885707068,0.001519224698779198,"cos(pitch), first order",2.156613642030438,0.01757156011917609,-0.04795605409475993,True
ortho_asym,nose_height,mm,frontal,roll,53.0,2.681293342490944e-17,1.340646671245472e-17,7.105427357601002e-16,6.70323335622736e-18,4.4688222374849066e-18,4.290069347985511e-18,1.340646671245472e-16,0.0,"cos(pitch), first order",,-1.340646671245472e-16,-1.340646671245472e-16,False
ortho_asym,face_height_sellion_menton,mm,frontal,yaw,120.0,2.1100331908977903e-07,4.188003675764662e-07,5.025604410917595e-05,8.123390846629756e-07,1.157387314224915e-06,9.26755508944392e-07,3.472161942674745e-05,0.0,"cos(pitch), first order",,4.188003675764662e-06,4.188003675764662e-06,False
ortho_asym,face_height_sellion_menton,mm,frontal,pitch,120.0,0.0007610603816509116,0.0015192246987791986,0.18230696385350384,0.00301536896070458,0.004465819873852042,0.003505836614069951,0.14230792954889465,0.001519224698779198,"cos(pitch), first order",1.0000000000000004,-0.018086383282240822,-0.012298110693343153,True
ortho_asym,face_height_sellion_menton,mm,frontal,roll,120.0,2.3684757858670005e-17,0.0,0.0,0.0,3.947459643111668e-18,3.0607994771204316e-18,1.1842378929335003e-16,0.0,"cos(pitch), first order",,0.0,0.0,False
ortho_asym,philtrum_length,mm,frontal,yaw,15.0,0.00012150106962752242,0.00024093925822559945,0.0036140888733839915,0.0004657419580471848,0.0006601300906185672,0.0005299976220930119,0.019803902718557018,0.0,"cos(pitch), first order",,0.0024093925822559945,0.0024093925822559945,False
ortho_asym,philtrum_length,mm,frontal,pitch,15.0,0.006972459419812652,0.006945927106677227,0.1041889066001584,0.006840402866513375,0.006666666666666651,0.006776586953331101,0.3339745962155613,0.001519224698779198,"cos(pitch), first order",4.572020921104534,0.05426702407898034,-0.0846515180545642,True
ortho_asym,philtrum_length,mm,frontal,roll,15.0,1.6579330501069005e-16,2.3684757858670005e-17,3.552713678800501e-16,1.1842378929335002e-17,3.947459643111668e-18,1.1004302882028218e-17,8.289665250534502e-16,0.0,"cos(pitch), first order",,2.3684757858670006e-16,2.3684757858670006e-16,False
ortho_asym,upper_face_height,mm,frontal,yaw,86.0,6.573065372763691e-06,1.3045634554999405e-05,0.0011219245717299486,2.529977086343311e-05,3.603604655950992e-05,2.8859283281955293e-05,0.0010810813967852976,0.0,"cos(pitch), first order",,0.00013045634554999404,0.00013045634554999404,False
ortho_asym,upper_face_height,mm,frontal,pitch,86.0,0.001621502190654105,0.001615331885273768,0.13891854213354407,0.003015368960704581,0.004465819873852045,0.0035220304865563276,0.180486224122538,0.001519224698779198,"cos(pitch), first order",1.0632606793266322,0.0009610718649457927,-0.03134556584052957,True
ortho_asym,upper_face_height,mm,frontal,roll,86.0,3.304849933767908e-17,0.0,0.0,8.26212483441977e-18,5.508083222946513e-18,2.9489430178236716e-18,1.652424966883954e-16,0.0,"cos(pitch), first order",,0.0,0.0,False
ortho_asym,middle_third_height,mm,frontal,yaw,71.0,6.027464429491733e-07,1.1963304597978889e-06,8.493946264565011e-05,2.3204733994289907e-06,3.3060583600613833e-06,2.647285568963193e-06,9.91817508018415e-05,0.0,"cos(pitch), first order",,1.1963304597978888e-05,1.1963304597978888e-05,False
ortho_asym,middle_third_height,mm,frontal,pitch,71.0,0.0007610603816509054,0.0015192246987791932,0.10786495361332271,0.003015368960704579,0.004465819873852042,0.003506007036666204,0.1480591032578148,0.001519224698779198,"cos(pitch), first order",0.9999999999999969,-0.010300749025343297,-0.020083744950240567,True
ortho_asym,middle_third_height,mm,frontal,roll,71.0,0.0,2.001528833127043e-17,1.4210854715202005e-15,0.0,0.0,4.926840204620413e-19,2.0015288331270428e-16,0.0,"cos(pitch), first order",,-2.0015288331270428e-16,-2.0015288331270428e-16,False
ortho_asym,lower_third_height,mm,frontal,yaw,67.0,2.436567513243585e-05,4.835243700150291e-05,0.003239613279100695,9.372369853314571e-05,0.0001333931519246549,0.00010686966513095759,0.0040017945577396465,0.0,"cos(pitch), first order",,0.0004835243700150291,0.0004835243700150291,False
ortho_asym,lower_third_height,mm,frontal,pitch,67.0,0.003121996755140014,0.003110116614930096,0.20837781320031645,0.0030628669551552423,0.004465819873852043,0.00372010848045606,0.22352683502153156,0.001519224698779198,"cos(pitch), first order",2.0471735467632204,-0.046293413137093,0.01590891916150892,True
ortho_asym,lower_third_height,mm,frontal,roll,67.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,"cos(pitch), first order",,0.0,0.0,False
ortho_asym,palpebral_fissure_width_l,mm,frontal,yaw,29.110775288757075,0.0051389099195335,0.005118857634948785,0.14901391434613256,0.0050389511240446876,0.004906734841428715,0.004990380235851255,0.2799496003111624,0.001519224698779198,"cos(yaw), first order",3.369388108988842,0.036123141595092154,-0.06625401110388354,True
ortho_asym,palpebral_fissure_width_l,mm,frontal,pitch,29.110775288757075,0.0004477647917960455,0.0004405683535961269,0.01282528634087452,0.0004125820207022837,0.00036865188533855703,0.0003964820497632906,0.020948099828885926,0.0,"cos(yaw), first order",,0.005601241568336088,-0.0032101255035864498,True
ortho_asym,palpebral_fissure_width_l,mm,frontal,roll,29.110775288757075,0.0,6.1020595356191035e-18,1.7763568394002506e-16,0.0,2.034019845206368e-18,3.867766967192416e-18,2.4408238142476413e-16,0.0,"cos(yaw), first order",,0.0,-1.2204119071238206e-16,False
ortho_asym,palpebral_fissure_height_l,mm,frontal,yaw,10.599999999999998,9.051993397730915e-06,1.796525950408832e-05,0.00019043175074333617,3.483807456050173e-05,4.9616679270405536e-05,3.9737468367451454e-05,0.0014885003781121662,0.0,"cos(pitch), first order",,0.00017965259504088322,0.00017965259504088322,False
ortho_asym,palpebral_fissure_height_l,mm,frontal,pitch,10.599999999999998,0.0019028608193113537,0.001895619859404477,0.020093570509687454,0.0030153689607045706,0.004465819873852052,0.0035349841462518137,0.18855679468355918,0.001519224698779198,"cos(pitch), first order",1.2477547665778068,-0.03414844558183689,0.0037639516062526477,True
